,s_id,char_id,text,conventionality,metaphor,pos,relation,rel_id,s_text,doc_id,url,gen_version,compound,complex
862,12-13,1467-1475,Munition,O,O,NN,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
863,12-15,1480-1493,Demonstranten,O,O,NN,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
864,12-16,1494-1504,geschossen,O,O,VVPP,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
865,12-21,1521-1536,offensichtliche,O,O,ADJA,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
866,12-22,1537-1547,Brutalität,O,O,NN,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
867,12-24,1552-1560,Dramatik,KON,MRW,NN,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
868,12-26,1568-1576,Vorfalls,O,O,NN,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
869,12-29,1587-1597,Spannungen,KON,MRW,NN,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
870,12-31,1605-1615,verschärft,O,O,VVPP,_,_,"Dies ist nicht der erste Vorfall, bei dem Polizisten mit scharfer Munition auf Demonstranten geschossen haben, aber die offensichtliche Brutalität und Dramatik dieses Vorfalls haben die Spannungen weiter verschärft.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
871,13-5,1633-1649,Regierungschefin,O,O,NN,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
872,13-9,"[1664-1668, 1689-1692]","[rief, auf]",O,WIDLII,"[VVFIN, PTKVZ]",_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
873,13-11,1673-1677,Ruhe,O,O,NN,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
874,13-13,1682-1688,Dialog,O,O,NN,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
875,13-18,1706-1717,Bevölkerung,O,O,NN,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
876,13-19,1718-1724,wütend,O,O,ADJD,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
877,13-21,1729-1736,besorgt,O,O,ADJD,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
878,13-22,1737-1746,reagierte,KON,MRW,VVFIN,_,_,"Carrie Lam, die Regierungschefin von Hongkong, rief zur Ruhe und Dialog auf, während die Bevölkerung wütend und besorgt reagierte.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
879,14-2,1752-1762,Reaktionen,KON,MRW,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
880,14-5,1771-1778,Vorfall,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
881,14-7,1784-1793,gespalten,KON,MRW,VVPP,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
882,14-9,1795-1809,Regierungsnahe,O,O,ADJA,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
883,14-10,1810-1819,Vertreter,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
884,14-11,1820-1831,verteidigen,KON,MRW,VVFIN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
885,14-13,1836-1843,Handeln,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
886,14-15,1848-1855,Polizei,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
887,14-17,1860-1867,betonen,KON,MRW,VVFIN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
888,14-19,1872-1885,Notwendigkeit,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
889,14-21,1887-1892,Recht,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
890,14-23,1897-1904,Ordnung,O,O,NN,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
891,14-24,1905-1923,aufrechtzuerhalten,O,O,VVIZU,_,_,"Die Reaktionen auf den Vorfall sind gespalten: Regierungsnahe Vertreter verteidigen das Handeln der Polizei und betonen die Notwendigkeit, Recht und Ordnung aufrechtzuerhalten.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
892,15-1,1925-1939,Protestierende,O,O,NN,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
893,15-4,1950-1964,internationale,O,O,ADJA,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
894,15-5,1965-1975,Beobachter,O,O,NN,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
895,15-7,1985-1996,verurteilen,O,O,VVFIN,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
896,15-9,2001-2016,Gewaltanwendung,O,O,NN,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
897,15-11,2021-2038,unverhältnismäßig,O,O,ADJD,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
898,15-13,2043-2056,rücksichtslos,O,O,ADJD,_,_,Protestierende und viele internationale Beobachter hingegen verurteilen die Gewaltanwendung als unverhältnismäßig und rücksichtslos.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
899,16-2,2062-2069,Vorfall,O,O,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
900,16-4,2073-2079,Montag,O,O,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
901,16-5,2080-2085,zeigt,O,PERS,VVFIN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
902,16-9,2102-2110,brisante,KON,MRW,ADJA,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
903,16-10,2111-2115,Lage,O,O,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
904,16-17,2143-2146,Tod,O,O,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
905,16-19,2151-2160,Studenten,O,O,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
906,16-22,2169-2179,zunehmende,O,O,ADJA,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
907,16-23,2180-2198,Gewaltbereitschaft,O,O,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
908,16-26,2210-2216,Seiten,KON,MRW,NN,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
909,16-27,2217-2227,zusätzlich,O,O,ADJD,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
910,16-28,2228-2237,angeheizt,KON,MRW,VVPP,_,_,"Der Vorfall am Montag zeigt einmal mehr die brisante Lage in Hongkong, die durch den Tod des Studenten und die zunehmende Gewaltbereitschaft auf beiden Seiten zusätzlich angeheizt wird.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
911,17-2,2248-2253,Frage,O,O,NN,_,_,"Die Frage, wie lange sich die Situation noch zuspitzen wird, bleibt unbeantwortet.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
912,17-8,2274-2283,Situation,O,O,NN,_,_,"Die Frage, wie lange sich die Situation noch zuspitzen wird, bleibt unbeantwortet.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
913,17-10,2289-2298,zuspitzen,KON,MRW,VVINF,_,_,"Die Frage, wie lange sich die Situation noch zuspitzen wird, bleibt unbeantwortet.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
914,17-13,2305-2311,bleibt,O,O,VVFIN,_,_,"Die Frage, wie lange sich die Situation noch zuspitzen wird, bleibt unbeantwortet.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
915,17-14,2312-2325,unbeantwortet,O,O,ADJD,_,_,"Die Frage, wie lange sich die Situation noch zuspitzen wird, bleibt unbeantwortet.",82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
916,18-1,2327-2337,Spannungen,KON,MRW,NN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
917,18-3,2342-2356,Unsicherheiten,O,O,NN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
918,18-4,2357-2367,dominieren,O,PERS,VVFIN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
919,18-7,2380-2386,Alltag,O,O,NN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
920,18-10,2398-2407,Millionen,O,O,NN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
921,18-11,2408-2417,Einwohner,O,O,NN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
922,18-13,2422-2427,Stadt,O,O,NN,_,_,Spannungen und Unsicherheiten dominieren derzeit den Alltag der sieben Millionen Einwohner der Stadt.,82a82574-4b8b-4572-a0ce-93b0bcbb56f8,https://www.sueddeutsche.de/politik/proteste-hongkong-china-1.4676623_1a,gpt4o,False,0
923,1-12,78-85,Aussage,O,O,NN,_,_,Der US-Botschafter bei der Europäischen Union hat in der Ukraine-Affäre seine Aussage vor dem Kongress revidiert.,df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
924,1-15,94-102,Kongress,O,O,NN,_,_,Der US-Botschafter bei der Europäischen Union hat in der Ukraine-Affäre seine Aussage vor dem Kongress revidiert.,df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
925,1-16,103-112,revidiert,O,O,VVPP,_,_,Der US-Botschafter bei der Europäischen Union hat in der Ukraine-Affäre seine Aussage vor dem Kongress revidiert.,df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
926,2-1,114-128,Stellungnahmen,O,O,NN,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
927,2-4,138-145,anderen,O,O,ADJA,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
928,2-5,146-155,wichtigen,O,O,ADJA,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
929,2-6,156-162,Zeugen,O,O,NN,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
930,2-9,177-187,Gedächtnis,O,O,NN,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
931,2-12,196-203,Sprünge,O,DFMA,NN,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
932,2-13,204-212,geholfen,O,DFMA,VVPP,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
933,2-15,214-218,ließ,O,O,VVFIN,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
934,2-20,246-253,Anwälte,O,O,NN,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
935,2-21,254-263,mitteilen,O,O,VVINF,_,_,"Stellungnahmen von zwei anderen wichtigen Zeugen hätten seinem Gedächtnis auf die Sprünge geholfen, ließ Gordon Sondland über seine Anwälte mitteilen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
936,3-2,269-278,übergaben,KON,MRW,VVFIN,_,_,"Sie übergaben Sondlands überarbeitete Aussagen an Abgeordnete im Repräsentantenhaus, die an den Vorermittlungen für ein Amtsenthebungsverfahren gegen Präsident Donald Trump sitzen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
937,3-4,289-302,überarbeitete,O,O,ADJA,_,_,"Sie übergaben Sondlands überarbeitete Aussagen an Abgeordnete im Repräsentantenhaus, die an den Vorermittlungen für ein Amtsenthebungsverfahren gegen Präsident Donald Trump sitzen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
938,3-5,303-311,Aussagen,O,O,NN,_,_,"Sie übergaben Sondlands überarbeitete Aussagen an Abgeordnete im Repräsentantenhaus, die an den Vorermittlungen für ein Amtsenthebungsverfahren gegen Präsident Donald Trump sitzen.",df9de8a1-624d-4251-a627-78c372d531c1,https://www.sueddeutsche.de/politik/trump-ukraine-affaere-botschafter-aussage-1.4669858,human,False,0
